,machine,point,prediction,score,filename
91,S4-67-M2,M-LA-H,class_a,65.4756486415863,20210407094015992_S4-67-M2_M-LA-H.png
92,S4-67-M2,V-LA-V,class_a,82.62665271759033,20210407094055584_S4-67-M2_V-LA-V.png
93,S4-67-M2,M-LOA-H,class_a,64.7761881351471,20210407093956835_S4-67-M2_M-LOA-H.png
94,S4-67-M2,M-LA-V,class_a,68.55736374855042,20210407094025123_S4-67-M2_M-LA-V.png
95,S4-67-M2,V-LOA-H,class_a,82.9177975654602,20210407094108355_S4-67-M2_V-LOA-H.png
96,S4-67-M2,M-LA-A,class_a,69.38527822494507,20210407094033334_S4-67-M2_M-LA-A.png
97,S4-67-M2,V-LOA-A,class_a,84.8227322101593,20210407094128503_S4-67-M2_V-LOA-A.png
98,S4-67-M2,V-LA-H,class_a,88.72588276863098,20210407094046253_S4-67-M2_V-LA-H.png
99,S4-67-M2,M-LOA-V,class_a,65.99099040031433,20210407094005923_S4-67-M2_M-LOA-V.png
100,S4-72-M2,M-LOA-V,class_a,63.85276913642883,20210407095819814_S4-72-M2_M-LOA-V.png
101,S4-72-M2,V-LA-V,class_a,71.73081040382385,20210407095919144_S4-72-M2_V-LA-V.png
102,S4-72-M2,V-LOA-V,class_a,85.84694266319275,20210407095943184_S4-72-M2_V-LOA-V.png
103,S4-72-M2,M-LA-V,class_a,57.25882649421692,20210407095842990_S4-72-M2_M-LA-V.png
104,S4-72-M2,M-LA-A,class_a,62.93964982032776,20210407095854465_S4-72-M2_M-LA-A.png
105,S4-72-M2,M-LOA-H,class_a,62.767493724823,20210407095810954_S4-72-M2_M-LOA-H.png
106,S4-72-M2,M-LA-H,class_b,54.05016541481018,20210407095831884_S4-72-M2_M-LA-H.png
107,S4-72-M2,V-LA-H,class_a,66.53226017951965,20210407095908254_S4-72-M2_V-LA-H.png
108,S4-72-M2,V-LOA-A,class_a,82.10722804069519,20210407100008691_S4-72-M2_V-LOA-A.png
109,S4-72-M2,V-LOA-H,class_a,79.33707237243652,20210407095930875_S4-72-M2_V-LOA-H.png
110,S4-63-M1,V-LOA-H,class_b,50.568097829818726,20210407103006704_S4-63-M1_V-LOA-H.png
111,S4-63-M1,V-LA-V,class_b,91.38714671134949,20210407102956434_S4-63-M1_V-LA-V.png
112,S4-63-M1,M-LA-A,class_b,84.87715721130371,20210407102931604_S4-63-M1_M-LA-A.png
113,S4-63-M1,M-LA-H,class_b,80.68487644195557,20210407102913324_S4-63-M1_M-LA-H.png
114,S4-63-M1,V-LA-H,class_b,97.8032112121582,20210407102947044_S4-63-M1_V-LA-H.png
115,S4-63-M1,M-LOA-V,class_b,81.87057375907898,20210407102901715_S4-63-M1_M-LOA-V.png
116,S4-63-M1,M-LOA-H,class_b,78.02227139472961,20210407102852924_S4-63-M1_M-LOA-H.png
117,S4-63-M1,M-LA-V,class_a,62.057459354400635,20210407102921443_S4-63-M1_M-LA-V.png
118,S4-63-M1,V-LOA-V,class_b,67.07331538200378,20210407103015039_S4-63-M1_V-LOA-V.png
119,S4-63-M1,V-LOA-A,class_a,81.92305564880371,20210407103028323_S4-63-M1_V-LOA-A.png
120,S4-67-M1,V-LOA-V,class_a,54.802995920181274,20210407093932194_S4-67-M1_V-LOA-V.png
121,S4-67-M1,V-LOA-A,class_a,78.56653332710266,20210407093942163_S4-67-M1_V-LOA-A.png
122,S4-67-M1,M-LA-A,class_a,64.02181386947632,20210407093851393_S4-67-M1_M-LA-A.png
123,S4-67-M1,M-LOA-H,class_a,64.7761881351471,20210407093816353_S4-67-M1_M-LOA-H.png
124,S4-67-M1,V-LA-H,class_b,64.43769931793213,20210407093900824_S4-67-M1_V-LA-H.png
125,S4-67-M1,M-LA-V,class_b,52.87631154060364,20210407093843445_S4-67-M1_M-LA-V.png
126,S4-67-M1,V-LA-V,class_a,64.76730108261108,20210407093911030_S4-67-M1_V-LA-V.png
127,S4-67-M1,V-LOA-H,class_a,82.73570537567139,20210407093920853_S4-67-M1_V-LOA-H.png
128,S4-67-M1,M-LOA-V,class_a,65.10204672813416,20210407093825215_S4-67-M1_M-LOA-V.png
129,S4-67-M1,M-LA-H,class_a,52.424246072769165,20210407093834954_S4-67-M1_M-LA-H.png
130,S4-75-M2,V-LOA-A,class_b,60.480207204818726,20210407101330994_S4-75-M2_V-LOA-A.png
131,S4-75-M2,M-LOA-H,class_b,58.83326530456543,20210407101156924_S4-75-M2_M-LOA-H.png
132,S4-75-M2,V-LOA-V,class_b,58.74384641647339,20210407101318293_S4-75-M2_V-LOA-V.png
133,S4-75-M2,V-LA-H,class_a,60.80385446548462,20210407101247024_S4-75-M2_V-LA-H.png
134,S4-75-M2,M-LOA-V,class_b,71.04588747024536,20210407101206764_S4-75-M2_M-LOA-V.png
135,S4-75-M2,V-LOA-H,class_a,60.361915826797485,20210407101309824_S4-75-M2_V-LOA-H.png
136,S4-75-M2,V-LA-V,class_b,88.07141184806824,20210407101258593_S4-75-M2_V-LA-V.png
